,Alignment,Character,Combat,Durability,Full_name,Gender,IQ,Intelligence,Level,Omnipotent,Power,Speed,Speed_velocity,Strength,Strength_force,Tier,Universe
11366,Bad,Gellert Grindelwald,65,20,,Male,160,80,3,0,70,17,30,1,100,2,
11367,Bad,Gellert Grindelwald,65,20,,Male,160,80,3,0,70,17,30,1,100,2,
11368,Bad,Frightwig,35,13,,Female,110,55,1,0,30,7,12,13,500,1,Ben 10
11369,Bad,Frightwig,35,13,,Female,110,55,1,0,30,7,12,13,500,1,Ben 10
11370,Good,Frigga,95,13,,Female,180,90,2,0,35,20,40,25,3000,1,MCU
11371,Good,Frigga,95,13,,Female,180,90,2,0,35,20,40,25,3000,1,MCU
11372,Bad,Frieza (Third Form),95,80,,Male,160,80,4,0,60,100,1000000000,100,1000000000,5,DB
11373,Bad,Frieza (Third Form),95,80,,Male,160,80,4,0,60,100,1000000000,100,1000000000,5,DB
11374,Bad,Frieza (Second Form),95,75,,Male,160,80,3,0,55,95,810000000,100,1000000000,5,DB
11375,Bad,Frieza (Second Form),95,75,,Male,160,80,4,0,55,95,810000000,100,1000000000,5,DB
11376,Bad,Frieza,90,100,,Male,140,70,5,0,100,100,1000000000,100,1000000000,6,DB
11377,Bad,Frieza,90,100,,Male,140,70,5,0,100,100,1000000000,100,1000000000,6,DB
11378,Bad,Geese Howard,100,25,,Male,167,85,3,0,45,35,4350,75,89777000,3,KOF
11379,Bad,Geese Howard,100,25,,Male,167,85,3,0,45,35,4350,75,89777000,3,KOF
11380,Good,Freyjadour Falenas,90,25,,Male,110,55,2,0,65,80,300000000,1,150,1,Suikoden
11381,Good,Freyjadour Falenas,90,25,,Male,110,55,2,0,65,80,300000000,1,150,1,Suikoden
11382,Good,Freyalise (Pre-Mending),70,90,,Female,150,75,5,0,100,30,2058,30,75000,6,MtG
11383,Good,Freyalise (Pre-Mending),70,90,,Female,150,75,5,0,100,75,100000000,55,800000,6,MtG
11384,-,Freya,75,70,,Female,170,85,3,0,70,75,100000000,55,1000000,6,GoW
11385,-,Freya,75,70,,Female,170,85,3,0,70,75,100000000,55,1000000,6,GoW
11386,,Gayomart,95,100,,,170,85,6,0,100,100,1000000000,100,1000000000,8,WOD
11387,,Gayomart,95,100,,,170,85,6,0,100,100,1000000000,100,1000000000,8,WOD
11388,Good,Gauntlet,70,15,,Male,140,70,1,0,20,20,36,50,400000,2,Earth-616
11389,Good,Gauntlet,70,15,,Male,140,70,2,0,20,20,36,50,400000,2,Earth-616
11390,Good,Freed Justine,70,40,,Male,118,60,2,0,60,50,8575000,1,80,1,Fairy Tail
11391,Good,Freed Justine,70,40,,Male,118,60,2,0,60,50,8575000,1,80,1,Fairy Tail
11392,Bad,Freddy Krueger,40,30,Frederick Charles Krueger,Male,140,70,3,0,65,8,15,1,80,1,
11393,Bad,Freddy Krueger,40,30,Frederick Charles Krueger,Male,140,70,3,0,65,8,15,1,80,1,
11394,,Garuda,100,60,,,160,80,4,0,75,80,355558888,70,3000000,3,Fist Of The North Star
11395,,Garuda,100,60,,,160,80,4,0,75,80,355558888,70,3000000,3,Fist Of The North Star
11396,Neutral,Fredbear,15,10,,,90,45,1,0,20,15,27,25,1000,1,FNAF
11397,Neutral,Fredbear,15,10,,,90,45,1,0,20,15,27,25,1000,1,FNAF
11398,Neutral,Garruk Wildspeaker (Post-Mending),75,30,,Male,105,55,3,0,65,25,50,30,100000,3,MtG
11399,Neutral,Garruk Wildspeaker (Post-Mending),75,30,,Male,105,55,3,0,65,25,50,35,200000,3,MtG
11400,Good,Fred Weasley,45,10,,Male,140,70,3,0,50,6,10,1,100,2,
11401,Good,Fred Weasley,45,10,,Male,140,70,3,0,50,6,10,1,100,2,
11402,Bad,Flandre Scarlet,100,100,,Female,80,40,5,0,100,100,1000000000,100,1000000000,6,Touhou
11403,Bad,Flandre Scarlet,100,100,,Female,80,40,5,0,100,100,1000000000,100,1000000000,6,Touhou
11404,,Felicity Smoak,7,5,,,160,80,1,0,6,1,3,1,70,1,Arrowverse
11405,,Felicity Smoak,7,5,,,160,80,1,0,6,1,3,1,70,1,Arrowverse
11406,,Fred Andrews,30,5,,,110,55,1,0,5,5,9,5,200,1,Archieverse
11407,,Fred Andrews,30,5,,,110,55,1,0,5,5,9,5,200,1,Archieverse
11408,Bad,Felix Faust,65,85,,Male,150,75,5,0,100,50,1000000,75,10000000,5,Prime Earth
11409,Bad,Felix Faust,65,85,,Male,150,75,5,0,100,50,1000000,75,10000000,5,Prime Earth
11410,Good,Filius Flitwick,60,10,,Male,150,75,3,0,60,1,7,1,100,2,
11411,Good,Filius Flitwick,60,10,,Male,150,75,3,0,60,1,7,1,100,2,
11412,Bad,Famine,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,APV
11413,Bad,Famine,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,APV
11414,Bad,Future Zamasu,95,100,,Male,140,70,5,0,60,85,450000000,75,4000000,6,DB
11415,Bad,Future Zamasu,95,100,,Male,140,70,5,0,60,85,450000000,75,4000000,6,DB
11416,Good,Future Trunks (Ultra Super Saiyan),100,90,,Male,150,75,5,0,85,75,117500000,100,1000000000,6,DB
11417,Good,Future Trunks (Ultra Super Saiyan),100,90,,Male,150,75,5,0,85,75,117500000,100,1000000000,6,DB
11418,Good,Future Trunks (Super Saiyan),100,95,,Male,140,70,5,0,85,100,1000000000,100,1000000000,6,DB
11419,Good,Future Trunks (Super Saiyan),100,95,,Male,140,70,5,0,85,100,1000000000,100,1000000000,6,DB
11420,Good,Geno,80,85,♥♪!?,Male,110,55,3,0,90,100,1000000000,95,800000000,5,Mario
11421,Good,Geno,80,85,♥♪!?,Male,110,55,3,0,90,100,1000000000,95,800000000,5,Mario
11422,Good,Geno,80,85,♥♪!?,Male,110,55,3,0,90,100,1000000000,95,800000000,5,Mario
11423,Good,Genesis Dragonoid,100,100,Genesis Dragonoid,,200,100,6,0,100,100,1000000000,100,1000000000,7,Bakugan
11424,Good,Genesis Dragonoid,100,100,Genesis Dragonoid,,200,100,6,0,100,100,1000000000,100,1000000000,7,Bakugan
11425,Good,Genesis Dragonoid,100,100,Genesis Dragonoid,,200,100,6,0,100,100,1000000000,100,1000000000,7,Bakugan
11426,Good,Generator Rex (Meta-Nanite),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,
11427,Good,Generator Rex (Meta-Nanite),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,
11428,Good,Generator Rex (Meta-Nanite),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,
11429,Good,Gamma Gal,30,15,,Female,90,45,2,0,50,25,343,25,3000,2,
11430,Good,Gamma Gal,30,15,,Female,90,45,2,0,50,25,343,25,3000,2,
11431,Bad,Gallowglass,40,70,,Male,110,55,3,0,75,1,5,100,1000000000,3,Earth-1610
11432,Bad,Gallowglass,40,70,,Male,110,55,3,0,75,1,5,100,1000000000,3,Earth-1610
11433,,Gallod,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,WOD
11434,,Gallod,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,8,WOD
11435,Good,Gemini Kanon,95,100,,-,170,85,5,0,100,100,1000000000,100,1000000000,7,Saint Seiya
11436,Good,Gemini Kanon,95,100,,-,170,85,6,0,100,100,1000000000,100,1000000000,7,Saint Seiya
11437,Bad,Galeem,70,100,,-,90,45,5,0,100,100,1000000000,100,1000000000,7,
11438,Bad,Galeem,70,100,,-,90,45,5,0,100,100,1000000000,100,1000000000,7,
11439,Good,Galahad,75,50,,Male,100,50,2,0,40,30,2235,55,1191995,3,Hero Wars Verse
11440,Good,Galahad,75,50,,Male,100,50,2,0,40,30,2235,55,1191995,3,Hero Wars Verse
11441,Neutral,Galactus (Starving),50,100,Galan,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,
11442,Neutral,Galactus (Starving),50,100,Galan,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,
11443,Good,Flash,70,55,Wallace Rudolph West,Male,160,80,5,0,100,100,1000000000,25,2000,6,Prime Earth
11444,Good,Flash,80,70,Wallace Rudolph West,Male,170,85,6,0,100,100,1000000000,25,2000,7,Prime Earth
11445,Neutral,Galactus,85,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-1610
11446,Neutral,Galactus,85,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-1610
11447,Good,Flash,70,60,Barry Allen,Male,160,80,5,0,100,100,1000000000,25,1000,6,New 52
11448,Good,Flash,70,60,Barry Allen,Male,160,80,5,0,100,100,1000000000,25,1000,6,New 52
11449,Good,Flash,75,60,Bartholomew Allen II,Male,150,75,5,0,100,100,1000000000,13,500,6,Prime Earth
11450,Good,Flash,75,60,Bartholomew Allen II,Male,150,75,5,0,100,100,1000000000,13,500,6,Prime Earth
11451,Good,Fred,35,6,"Fred Jones, Jr.",Male,150,75,1,0,15,11,20,6,220,1,Scooby-Doo
11452,Good,Fred,35,6,"Fred Jones, Jr.",Male,150,75,1,0,15,11,20,6,220,1,Scooby-Doo
11453,Good,Flash,90,70,Barry Allen,Male,170,85,6,0,100,100,1000000000,25,1000,8,Pre-Crisis
11454,Good,Flash,90,70,Barry Allen,Male,170,85,6,0,100,100,1000000000,25,1000,8,Pre-Crisis
11455,Good,Flash,50,70,,Female,140,70,5,0,100,100,1000000000,10,400,6,Prime Earth
11456,Good,Flash,50,70,,Female,140,70,5,0,100,100,1000000000,10,400,6,Prime Earth
11457,,Flash,20,10,,,90,45,3,0,35,100,1000000000,1,75,2,DCSHG
11458,,Freakazoid,100,40,,,195,100,3,0,65,25,1000,45,300000,4,
11459,,Freakazoid,100,40,,,195,100,3,0,65,25,1000,45,300000,4,
11460,Good,Gallantmon,95,70,,Other,120,60,5,0,100,50,1000000,95,800000000,7,Digimon
11461,Good,Gallantmon,95,70,,Other,120,60,5,0,100,50,1000000,95,800000000,7,Digimon
11462,Bad,Feng Wei,95,35,,-,140,70,2,0,30,50,10000,30,100000,2,Tekken
11463,Bad,Feng Wei,95,35,,-,140,70,2,0,30,50,10000,30,100000,2,Tekken
11464,Bad,Ganondorf,90,80,Ganondorf Dragmire,Male,180,90,5,0,85,50,2997925,100,1000000000,4,Zelda
11465,Bad,Ganondorf,90,80,Ganondorf Dragmire,Male,180,90,5,0,85,50,2997925,100,1000000000,4,Zelda
11466,Good,Eye Guy,80,50,,Male,100,50,2,0,65,25,90,25,5000,2,
11467,Bad,Fenris,95,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
11468,Bad,Fenris,95,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
11469,,Flashulk,70,100,Bruce David Allen,,140,70,6,0,100,100,1000000000,100,1000000000,7,Earth-9602
11470,,Flashulk,70,100,Bruce David Allen,,140,70,6,0,100,100,1000000000,100,1000000000,7,Earth-9602
11471,Good,Ezio Auditore,90,9,Ezio Auditore Da Firenze,Male,135,70,1,0,30,20,40,5,200,1,AC
11472,Good,Gauche Aldai,50,50,Gauche Aldai,Male,130,65,3,0,60,70,90000000,13,500,3,BC
11473,Good,Gauche Aldai,50,50,Gauche Aldai,Male,130,65,3,0,60,50,10000,13,500,2,BC
11474,Neutral,Freya Mikaelson,20,10,,Female,140,70,2,0,50,8,15,1,70,1,VD
11475,Neutral,Freya Mikaelson,20,10,,Female,140,70,3,0,50,8,15,1,70,1,VD
11476,Good,Galactus (Lifebringer),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Earth-616
11477,Good,Galactus (Lifebringer),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Earth-616
11478,Bad,Gecko Moria,70,35,,Male,150,75,2,0,45,50,300000,100,1000000000,1,OP
11479,Bad,Gecko Moria,70,35,,Male,150,75,2,0,45,50,300000,100,1000000000,1,OP
11480,Bad,Ghost Of Captain Cutler,8,40,,Male,100,50,2,0,40,17,30,25,2500,1,Scooby-Doo
11481,Bad,Ghost Of Captain Cutler,8,40,,Male,100,50,2,0,40,17,30,25,2500,1,Scooby-Doo
11482,Bad,Ghost Of Captain Cutler,8,40,,Male,100,50,2,0,40,17,30,25,2500,1,Scooby-Doo
11483,Bad,Gigan (Millennium),50,40,,Male,100,50,3,0,65,25,1029,75,75000000,3,Toho
11484,Bad,Gigan (Millennium),50,40,,Male,100,50,3,0,65,25,1029,75,75000000,3,Toho
11485,Bad,Gigan (Millennium),50,40,,Male,100,50,3,0,65,25,1029,75,75000000,3,Toho
11486,Bad,Giganta,30,35,,Female,80,40,1,0,45,20,36,50,470000,2,DCSHG
11487,Bad,Giratina,80,100,Giratina,Male,180,90,6,0,85,100,1000000000,100,1000000000,7,Pokemon
11488,Bad,Giratina,80,100,Giratina,Male,180,90,6,0,85,100,1000000000,100,1000000000,7,Pokemon
11489,Good,Flash,15,20,,Male,110,55,3,0,35,100,1000000000,30,60000,4,Young Justice
11490,Good,Flash,15,20,,Male,110,55,3,0,35,100,1000000000,30,60000,4,Young Justice
11491,Bad,Fenrir Greyback,40,10,,Male,110,55,3,0,40,1,5,1,150,2,
11492,Bad,Fenrir Greyback,40,10,,Male,110,55,3,0,40,1,5,1,150,2,
11493,,Galactus,95,80,,,145,75,5,0,95,75,100000000,100,1000000000,6,Fortnite
11494,,Galactus,95,80,,,145,75,5,0,95,75,100000000,100,1000000000,6,Fortnite
11495,Neutral,Gazorpazorp,25,20,,Male,85,45,1,0,50,17,30,25,2500,2,R&M
11496,Neutral,Gazorpazorp,25,20,,Male,85,45,1,0,50,17,30,25,2500,2,R&M
11497,Neutral,Galactus,60,100,Galan,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
11498,Neutral,Galactus,60,100,Galan,Male,200,100,6,0,100,100,1000000000,100,1000000000,8,Earth-616
11499,,Galactus,10,100,,,200,100,5,0,100,100,1000000000,100,1000000000,5,EMCU
11500,,Galactus,10,100,,,200,100,5,0,100,100,1000000000,100,1000000000,5,EMCU
11501,Bad,Freestyle,50,10,,Female,120,60,1,0,35,6,10,1,100,1,Earth-50
11502,Bad,Freestyle,50,10,,Female,120,60,1,0,35,6,10,1,100,1,Earth-50
11503,Good,Garzooka,40,15,Garfield Ardbuckle,Male,90,45,1,0,45,1,3,50,400000,1,PFU
11504,Good,Garzooka,40,15,Garfield Ardbuckle,Male,90,45,1,0,45,1,3,50,400000,1,PFU
11505,Bad,Gahlran (Crown of Sorrow),75,100,,Male,100,50,3,0,90,5,9,95,900000000,6,Destiny
11506,Bad,Gahlran (Crown of Sorrow),75,100,,Male,100,50,3,0,90,5,9,95,900000000,6,Destiny
11507,,Garviel Loken,90,85,,,150,75,4,0,90,80,200000000,100,1000000000,4,
11508,Good,Gadjah,85,80,Gadjah,Male,140,70,4,0,85,100,1000000000,25,5000,4,BC
11509,Good,Gadjah,85,40,Gadjah,Male,140,70,3,0,70,100,1000000000,25,5000,3,BC
11510,Neutral,Gabriel Shepherd,70,100,,Male,190,95,6,0,100,100,1000000000,100,1000000000,7,
11511,Neutral,Gabriel Shepherd,70,100,,Male,190,95,6,0,100,100,1000000000,100,1000000000,7,
11512,Good,Frieda Reiss,40,5,,Female,140,70,2,0,20,10,18,5,200,2,
11513,Good,Frieda Reiss,40,5,,Female,140,70,2,0,20,10,18,5,200,2,
11514,Good,Gabriel Van Helsing,60,10,,Male,130,65,1,0,15,6,10,1,150,1,Van Helsing
11515,Good,Gabriel Van Helsing,60,10,,Male,130,65,1,0,15,6,10,1,150,1,Van Helsing
11516,,Gaia,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
11517,,Gaia,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,WOD
11518,Bad,Frieza (First Form),95,70,,Male,160,80,3,0,50,90,625000000,100,1000000000,5,DB
11519,Bad,Frieza (First Form),95,70,,Male,160,80,4,0,50,90,625000000,100,1000000000,5,DB
11520,Bad,Frost,90,20,,Female,130,65,2,0,60,50,50000,25,1000,1,MK
11521,Bad,Frost,90,20,,Female,130,65,2,0,60,50,50000,25,1000,1,MK
11522,,General Grievous,70,10,,,100,50,2,0,50,15,27,5,200,3,LEGO Star Wars
11523,,General Grievous,70,10,,,100,50,2,0,50,15,27,5,200,3,LEGO Star Wars
11524,Good,Fumikage Tokoyami,70,25,,Male,110,55,2,0,55,25,1000,25,10000,1,MHA
11525,Good,Fumikage Tokoyami,70,25,,Male,110,55,2,0,55,25,1000,25,10000,1,MHA
11526,Bad,General Zod,85,50,Dru-Zod,Male,140,70,3,0,70,75,100000000,100,1000000000,4,DCEU
11527,Bad,General Zod,85,50,Dru-Zod,Male,140,70,3,0,70,75,100000000,100,1000000000,4,DCEU
11528,Neutral,Gargonoid,60,40,,Male,120,60,3,0,60,50,10000,50,470000,3,Bakugan
11529,Neutral,Gargonoid,60,40,,Male,120,60,3,0,60,50,10000,50,470000,3,Bakugan
11530,Good,Fuse,80,35,,Male,90,45,1,0,20,6,10,1,160,1,Apex
11531,Good,Fuse,80,35,,Male,90,45,1,0,20,6,10,1,160,1,Apex
11532,Neutral,Gengar,60,35,,-,110,55,3,0,80,25,250,25,5000,2,Pokemon
11533,Neutral,Gengar,60,35,,-,110,55,3,0,80,25,250,25,5000,2,Pokemon
11534,,Genji,75,60,,,150,75,3,0,80,25,100,25,2000,3,Avatar
11535,,Genji,75,60,,,150,75,3,0,80,25,100,25,2000,3,Avatar
11536,Good,G-Girl,55,45,,Female,120,60,3,0,65,75,100000000,75,100000000,3,
11537,Good,G-Girl,55,45,,Female,120,60,3,0,65,75,100000000,75,100000000,3,
11538,Good,G.One,60,20,,Male,140,70,2,0,50,25,50,30,60000,2,
11539,Good,G.One,60,20,,Male,140,70,2,0,50,25,50,30,60000,2,
11540,Good,"Goku (GT, Super Saiyan 2)",100,85,,Male,110,55,4,0,80,100,1000000000,100,1000000000,5,DB
11541,Good,"Goku (GT, Super Saiyan 2)",100,85,,Male,110,55,4,0,80,100,1000000000,100,1000000000,5,DB
11542,Good,"Goku (GT, Super Saiyan 2)",100,85,,Male,110,55,4,0,80,100,1000000000,100,1000000000,5,DB
11543,Good,Goku (Kaioken),100,65,,Male,110,55,3,0,40,75,98000200,100,1000000000,5,DB
11544,Good,Goku (Kaioken),100,65,,Male,110,55,3,0,40,75,98000200,100,1000000000,5,DB
11545,Good,Goku (Kaioken),100,65,,Male,110,55,3,0,40,75,98000200,100,1000000000,5,DB
11546,Bad,Graham,100,100,,Male,170,85,6,0,100,100,1000000000,100,1000000000,7,MGNF
11547,Bad,Graham,100,100,,Male,170,85,6,0,100,100,1000000000,100,1000000000,7,MGNF
11548,Bad,Graham,100,100,,Male,170,85,6,0,100,100,1000000000,100,1000000000,7,MGNF
11549,Good,Goku (Manga),100,100,Kakarotto,Male,130,65,6,0,100,100,1000000000,100,1000000000,7,DB
11550,Good,Goku (Manga),100,100,Kakarotto,Male,130,65,6,0,100,100,1000000000,100,1000000000,7,DB
11551,Good,Goku (Manga),100,100,Kakarotto,Male,130,65,6,0,100,100,1000000000,100,1000000000,7,DB
11552,Bad,Graham Jones,80,80,,Male,160,80,6,0,90,100,999999999,100,999999999,6,Castlevania
11553,Bad,Graham Jones,80,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,7,Castlevania
11554,Bad,Graham Jones,80,100,,Male,160,80,6,0,100,100,1000000000,100,1000000000,7,Castlevania
11555,Neutral,Golb-Betty,75,100,,Other,200,100,6,0,100,100,1000000000,100,1000000000,9,AT
11556,Neutral,Golb-Betty,75,100,,Other,200,100,6,0,100,100,1000000000,100,1000000000,9,AT
11557,Neutral,Golb-Betty,75,100,,Other,200,100,6,0,100,100,1000000000,100,1000000000,9,AT
11558,Good,Grand Master Satele Shan,100,80,Satele Shan,Female,170,85,5,0,85,100,1000000000,25,10000,6,SWL
11559,Good,Grand Master Satele Shan,100,80,Satele Shan,Female,170,85,5,0,85,100,1000000000,25,10000,6,SWL
11560,Good,Grand Master Satele Shan,100,80,Satele Shan,Female,170,85,5,0,85,100,1000000000,25,10000,6,SWL
11561,,Grand Regent Thragg,90,55,,,150,75,3,0,85,100,1000000000,100,1000000000,4,Invincible
11562,,Grand Regent Thragg,90,55,,,150,75,3,0,85,100,1000000000,100,1000000000,4,Invincible
11563,,Grand Regent Thragg,90,55,,,150,75,3,0,85,100,1000000000,100,1000000000,4,Invincible
11564,Neutral,Grandmaster,60,100,,Male,190,95,5,0,100,25,1029,75,10000000,7,Earth-616
11565,Neutral,Grandmaster,60,100,,Male,190,95,6,0,100,25,1029,75,10000000,7,Earth-616
11566,Neutral,Grandmaster,60,100,,Male,190,95,6,0,100,25,1029,75,10000000,7,Earth-616
11567,Good,Golden Ninja,100,95,LLoyd Montgomery Garmadon,Male,120,60,6,0,100,100,1000000000,100,1000000000,7,
11568,Good,Golden Ninja,100,95,LLoyd Montgomery Garmadon,Male,120,60,6,0,100,100,1000000000,100,1000000000,7,
11569,Good,Golden Ninja,100,95,LLoyd Montgomery Garmadon,Male,120,60,6,0,100,100,1000000000,100,1000000000,7,
11570,Neutral,Granola (Greatest Warrior),95,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11571,Neutral,Granola (Greatest Warrior),95,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11572,Neutral,Granola (Greatest Warrior),95,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11573,Good,Golden Thor,90,100,Thor Odinson,Male,160,80,5,0,100,100,1000000000,100,1000000000,6,Earth-616
11574,Good,Golden Thor,90,100,Thor Odinson,Male,160,80,5,0,100,100,1000000000,100,1000000000,6,Earth-616
11575,Good,Golden Thor,90,100,Thor Odinson,Male,160,80,5,0,100,100,1000000000,100,1000000000,6,Earth-616
11576,,Gork And Mork,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
11577,-,Goro,100,35,,-,90,45,2,0,40,50,200000,55,1000000,1,MK
11578,-,Goro,100,35,,-,90,45,2,0,40,50,200000,55,1000000,1,MK
11579,-,Goro,100,35,,-,90,45,2,0,40,50,200000,55,1000000,1,MK
11580,Bad,Gas (Limit Breaker),90,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11581,Bad,Gas (Limit Breaker),90,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11582,Neutral,Galacta,50,100,Gali,Female,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-616
11583,Neutral,Galacta,50,100,Gali,Female,200,100,6,0,100,100,1000000000,100,1000000000,7,Earth-616
11584,Bad,Freak,95,40,,Male,120,60,3,0,50,50,10000,55,1000000,5,Spawn
11585,Bad,Freak,95,40,,Male,120,60,3,0,50,50,10000,55,1000000,5,Spawn
11586,Good,Free De La Hoya,80,7,,Male,140,70,1,0,5,8,15,15,590,1,Beyblade
11587,Good,Free De La Hoya,80,7,,Male,140,70,1,0,5,8,15,15,590,1,Beyblade
11588,Good,Free Guy,70,10,,Male,120,60,2,0,35,11,20,25,5000,1,Free Guy
11589,Good,Free Guy,70,10,,Male,120,60,2,0,35,11,20,25,5000,1,Free Guy
11590,Good,Ghost Rider (Devil Rig),85,100,,Male,170,85,5,0,100,85,502085693,95,702085693,8,Earth-616
11591,Good,Ghost Rider (Devil Rig),95,100,,Male,190,95,6,0,100,90,702085690,95,702085693,6,Earth-616
11592,Good,Ghost Rider (Devil Rig),95,100,,Male,190,95,6,0,100,90,702085690,95,702085693,6,Earth-616
11593,Good,Ghost Rider (Struwwelpeter),80,100,,Male,158,80,6,0,100,90,582479981,90,582479981,7,Earth-616
11594,Good,Ghost Rider (Struwwelpeter),60,85,,Male,130,65,6,0,100,75,100000000,55,1000000,6,Earth-616
11595,Good,Ghost Rider (Struwwelpeter),60,85,,Male,130,65,6,0,100,75,100000000,55,1000000,6,Earth-616
11596,Neutral,Ghost Rider (Zarathos' Power),90,100,Jonathon Blaze,Male,170,85,6,0,100,100,1000000000,100,1000000000,8,
11597,Neutral,Ghost Rider (Zarathos' Power),90,100,Jonathon Blaze,Male,170,85,6,0,100,100,1000000000,100,1000000000,8,
11598,Neutral,Ghost Rider (Zarathos' Power),90,100,Jonathon Blaze,Male,170,85,6,0,100,100,1000000000,100,1000000000,8,
11599,,Ghostfang,100,90,,,140,70,2,0,100,25,1000,25,10000,3,EV
11600,,Ghostfang,100,90,,,140,70,2,0,100,25,1000,25,10000,3,EV
11601,,Ghostfang,100,90,,,140,70,2,0,100,25,1000,25,10000,3,EV
11602,Neutral,Giin,100,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11603,Neutral,Giin,100,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11604,Neutral,Giin,100,100,,Male,140,70,6,0,100,100,1000000000,100,1000000000,7,DB
11605,Neutral,Gilman The Blowfish,30,25,,Male,100,50,2,0,40,13,23,75,17000000,2,
11606,Neutral,Gilman The Blowfish,30,25,,Male,100,50,2,0,40,13,23,75,17000000,2,
11607,Good,Ginger,70,30,,Female,170,85,2,0,40,30,2222,25,1585,3,Hero Wars Verse
11608,Good,Ginger,70,30,,Female,170,85,2,0,40,30,2222,25,1585,3,Hero Wars Verse
11609,Neutral,Gladiator,60,100,Kallark,Male,120,60,5,0,85,100,1000000000,100,1000000000,6,Earth-616
11610,Neutral,Gladiator,60,100,Kallark,Male,120,60,5,0,85,100,1000000000,100,1000000000,6,Earth-616
11611,Good,Ghost,65,8,,Male,125,65,1,0,8,17,30,1,150,1,CoD
11612,Good,Ghost,65,8,,Male,125,65,1,0,8,17,30,1,150,1,CoD
11613,Bad,Gezora (Showa),20,25,,Other,90,45,2,0,35,6,11,75,19000000,2,Toho
11614,Bad,Gezora (Showa),20,25,,Other,90,45,2,0,35,6,11,75,19000000,2,Toho
11615,,Gloon,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
11616,,Gloon,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
11617,,Gloon,100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
11618,,Glorian (Shaper Of World's Powers),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,
11619,,Glorian (Shaper Of World's Powers),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,
11620,,Glorian (Shaper Of World's Powers),100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,
11621,Neutral,Glory Of The First Circle,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
11622,Neutral,Glory Of The First Circle,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
11623,Neutral,Glory Of The First Circle,100,100,,Male,200,100,6,0,100,100,1000000000,100,1000000000,9,Vertigo
11624,Good,Goop,70,100,,Male,100,50,2,0,65,25,140,25,25000,2,
11625,Bad,Gluttony,60,20,,Male,75,40,1,0,45,25,350,25,1000,1,FMA
11626,Bad,Gluttony,60,20,,Male,75,40,1,0,45,25,350,25,1000,1,FMA
11627,Neutral,Gnar,20,25,,Male,80,40,2,0,40,11,20,30,100000,1,League Of Legends
11628,Neutral,Gnar,20,25,,Male,80,40,2,0,40,11,20,30,100000,1,League Of Legends
11629,,Gordon Godfrey,35,5,,,160,80,1,0,10,5,9,5,200,2,DCAU
11630,,Gordon Godfrey,35,5,,,160,80,1,0,10,5,9,5,200,2,DCAU
11631,Bad,Goblin Force,30,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Earth-1298
11632,Bad,Goblin Force,30,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Earth-1298
11633,Bad,Goblin Force,30,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,Earth-1298
11634,,God (Seekers Into The Mystery),100,100,,,200,100,6,0,100,100,1000000000,100,1000000000,9,
